Book Name,Author,Rating,Number of Reviews,Price,Description,Ranks,Genre,Listening Time
The Fear of the Lord: Discover the Key to Intimately Knowing God,John Bevere,4.8,278,586.0,"Many Christians have never understood the fear of the Lord, which builds passion and intimacy into their relationship with god and makes their lives real and pure. In this rerelease of his book, John Bevere dispels the false understanding of god. Understanding why and how to fear god is the beginning of knowing Him as He yearns to be known. In his lovingly confrontational style, Bevere challenges believers to reverence God anew in their worship, prayers, and daily living. This book will inform and encourage believers to intimately know god like never before.",3293,Christian Discipleship,365.0
Little Men,Louisa May Alcott,4.3,475,836.0,"Jo March, the irrepressible tomboy in Little Women, has grown up and married her professor to become Jo Bhaer. Together the Bhaers have established Plumfield - a warm-hearted, informal school where lessons are taught with a dose of laughter. When Nat, a young orphan joins the happy household at Plumfield, he can’t believe his good fortune. Each day is filled with studying and fun - the boys even enjoy Saturday-night pillow fights. But when Nat gets caught stretching the truth, he discovers there is more to learn in his new home than games and schoolwork. ",3294,Classic Literature,659.0
"Fighting for You: Bragan University Series, Book 2",Gianna Gabriela,5.0,11,586.0,Jesse Falcon has dedicated his life to one cause: to fight against that which has taken so much from him.,3295,Sports Fiction,352.0
"Destiny in Flames: Hidden Realms of Silver Lake Series, Book 4",Vella Day,5.0,4,586.0,One shifter. One mate. No exceptions.  ,3296,Fantasy Romance,394.0
Practical Spirituality: Spiritual Life in Today's World,David R. Hawkins,-1.0,1053,762.0,"David R. Hawkins, MD, PhD, is an internationally known author and speaker on the subject of spiritually advanced states of consciousness and the realization of the presence of God as self. His published works, as well as recorded lectures, have been widely recognized as unique. They describe a very advanced state of spiritual awareness which occurred in this individual, with a scientific and clinical background, who is able to verbalize and explain the unusual phenomena in a manner that is clear and comprehensible. ",3297,Christian Ministry & Evangelism,282.0
"Scorpio Hates Virgo: Signs of Love Series, Book 2",Anyta Sunday,4.4,74,586.0,"This year is all about healing the heart, Scorpio. It's time to leave negative attitudes and stoic facades at the door, and let others see the real, more vulnerable you.",3298,LGBT Romance,527.0
Anne Frank and Me,Cherie Bennett,4.6,16,668.0,"In one moment Nicole Burns's life changes forever. The sound of gunfire at an Anne Frank exhibit, the panic, the crowd, and Nicole is no longer Nicole. Whiplashed through time and space, she wakes to find herself a privileged Jewish girl living in Nazi-occupied Paris during World War II. ",3299,Time Travel Fiction for Teens,477.0
Peak: Secrets from the New Science of Expertise,Robert Pool,4.5,175,752.0,Mozart wasn't born with perfect pitch. Most athletes are not born with any natural advantage. Three world-class chess players were sisters whose success was planned by their parents before they were even born. ,3300,Earth Sciences Books,640.0
When the Dog Dies: Complete Series 2,Ian Davidson,-1.0,1053,410.0,Ronnie Corbett stars as granddad Sandy Hopper in Series 2 of the sitcom that reunites him with the writers of his hit comedy Sorry - Ian Davidson and Peter Vincent. ,3301,Humorous Fiction,166.0
Who Was George Washington?,Roberta Edwards,4.8,387,351.0,"In 1789, George Washington became the first president of the United States. He has been called the father of our country for leading America through its early years. Washington also served in two major wars during his lifetime: the French and Indian War and the American Revolution. Washington's fascinating story comes to life - revealing the real man, not just the face on the dollar bill!",3302,Political Biographies for Children,3.0
Miss Lonelyhearts,Nathanael West,4.2,69,735.0,Miss Lonelyhearts is Nathanael West's second novel. It is an Expressionist black comedy set in New York City during the Great Depression. ,3303,Literary Fiction,179.0
You Are Here,Gabrielle Bernstein,-1.0,1053,0.0,"Grant yourself a short respite from the day's stress and allow one of Oprah’s favorite spiritual guides to gently take you inward. Millions rely on her disarmingly candid and life-affirming wisdom, and now meditation guru and motivational speaker Gabby Bernstein is sharing her talent here. ",3304,Sleep Disorders,7.0
Oracle Bones: A Journey Through Time in China,Peter Hessler,4.5,142,1003.0,"A century ago, outsiders saw China as a place where nothing ever changes. Today, the country has become one of the most dynamic regions on earth. In Oracle Bones, Peter Hessler explores the human side of China's transformation, viewing modern-day China and its growing links to the Western world through the lives of a handful of ordinary people. In a narrative that gracefully moves between the ancient and the present, the East and the West, Hessler captures the soul of a country that is undergoing a momentous change before our eyes.",3305,Biographies & Memoirs,1112.0
101 Amazing Facts About William Shakespeare,Jack Goldstein,-1.0,1053,152.0,Did you know that Shakespeare introduced thousands of words into the English language? Do you know what unusual item he left to his wife in his will? Have you heard of the conspiracy theory that suggests Shakespeare didn't write the plays we attribute to him today? ,3306,Historical Biographies,26.0
The Other Sister,Donna Hill,4.6,20,820.0,"When it turns out your life is built on a lie, how do you even start to find yourself? In this stunning follow-up to A House Divided, author Donna Hill reveals one woman's challenge to peel back the layers of her identity - and hopefully gain more than she's lost....",3307,African American Literature,497.0
Talking to Strangers: What We Should Know About the People We Don’t Know,Malcolm Gladwell,4.5,4327,1093.0,,3308,Society & Culture,522.0
"Harry Potter and the Philosopher's Stone, Book 1",J.K. Rowling,4.7,11978,999.0,"""Turning the envelope over, his hand trembling, Harry saw a purple wax seal bearing a coat of arms; a lion, an eagle, a badger and a snake surrounding a large letter 'H'."" ",3309,Family Life Fiction for Children,573.0
101 Amazing Facts About the Royal Family,Jack Goldstein,2.6,15,152.0,"Are you a fan of the modern generation of royals? How much do you know about the lives of Prince William; his wife, Catherine, Duchess of Cambridge; and the rest of the royal family? ",3310,Biographies of Royalty,30.0
The Power of Your Subconscious Mind,Joseph Murphy,4.5,18381,99.0,"""The Power of Your Subconscious Mind"" will open a world of success, happiness, prosperity, and peace for you. It is one of the most brilliant and beloved spiritual self-help works of all time which can help you heal yourself, banish your fears, sleep better, enjoy better relationships and just feel happier. The techniques are simple and results come quickly. You can improve your relationships, your finances, your physical well-being.",3311,New Thought Spirituality,433.0
"So Long, Lollipops: The Free Until The End of the World Novella",Sarah Lyons Fleming,4.8,174,0.0,**WARNING** ,3312,Horror Fiction,192.0
Learn French with Innovative Language's Proven Language System - Level 1: Introduction to French: Introduction French #2,Innovative Language Learning,3.0,2,0.0,"Congratulations! You have just discovered the fastest and most fun way to learn a language! Are you ready to discover the secret to language learning success? Simply use our program and you will find it. Hundreds of thousands of language learners just like you have already discovered the power of our system. This program offers you a brand new way to learn a language. You'll be speaking from your very first lesson with our fun, easy to use, and innovative method. ",3313,French Language Learning,15.0
Hyperfocus,Chris Bailey,4.5,157,323.0,"Our attention has never been as overwhelmed or in demand as it is today; we've never been so busy while accomplishing so little, and we've grown uncomfortable with boredom and a lack of stimulation and distraction.",3314,Time Management,399.0
Honor Yourself,Diddy,-1.0,1053,0.0,"In this meditation created exclusively to help you sleep, hip-hop legend and entrepreneur Diddy confidently guides you through a relaxing and reassuring meditation designed to help you slow down and find inner peace. ",3315,Sleep Disorders,25.0
Coronavirus: A Book for Children,Elizabeth Jenner,4.5,624,0.0,"What is the coronavirus, and why is everyone talking about it?",3316,Audiobooks on Diseases for Children,17.0
Inglorious Empire: What the British Did to India,Shashi Tharoor,4.5,304,752.0,"Penguin presents the audiobook edition of Inglorious Empire, written and read by Shashi Tharoor. ",3317,Indian History,633.0
The Tatas: How a Family Built a Business and a Nation,Girish Kuber,4.4,53,668.0,Winner of the Gaja Capital Business Book Prize 2019,3318,Biographies of Business Leaders,581.0
